BudgetBookVersion	AnalysisGroup	HeadNumber	RevenueDescription	BudgetYear	DataVersion	DataValue
2017	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2016	REVISED	200
2017	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2017	ESTIMATE	200
2017	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2015	ACTUAL	4612
2017	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2016	ORIGINAL	501
2017	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2016	REVISED	3242
2017	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2017	ESTIMATE	1
2017	OTHER RECEIPTS	03	FINES AND FORFEITURES	2015	ACTUAL	3394
2017	OTHER RECEIPTS	03	FINES AND FORFEITURES	2016	ORIGINAL	2982
2017	OTHER RECEIPTS	03	FINES AND FORFEITURES	2016	REVISED	2637
2017	OTHER RECEIPTS	03	FINES AND FORFEITURES	2017	ESTIMATE	2982
2017	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2015	ACTUAL	912
2017	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2016	ORIGINAL	406
2017	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2016	REVISED	529
2017	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2017	ESTIMATE	406
2017	OTHER RECEIPTS	81	ASSET SALES	2015	ACTUAL	0
2017	OTHER RECEIPTS	81	ASSET SALES	2016	ORIGINAL	3000
2017	OTHER RECEIPTS	81	ASSET SALES	2016	REVISED	0
2017	OTHER RECEIPTS	81	ASSET SALES	2017	ESTIMATE	3000
2017	OTHER RECEIPTS		OTHER REVENUE	2015	ACTUAL	22308
2017	OTHER RECEIPTS		OTHER REVENUE	2016	ORIGINAL	22375
2017	OTHER RECEIPTS		OTHER REVENUE	2016	REVISED	16320
2017	OTHER RECEIPTS		OTHER REVENUE	2017	ESTIMATE	21794
2016	TAXES & DUTIES	12	CUSTOMS DUTY	2014	ACTUAL	171470
2016	TAXES & DUTIES	12	CUSTOMS DUTY	2015	ORIGINAL	187409
2016	TAXES & DUTIES	12	CUSTOMS DUTY	2015	REVISED	194015
2016	TAXES & DUTIES	12	CUSTOMS DUTY	2016	ESTIMATE	209484
2016	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2014	ACTUAL	5493
2016	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2015	ORIGINAL	9983
2016	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2015	REVISED	8451
2016	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2016	ESTIMATE	9000
2016	TAXES & DUTIES	29	TIMESHARING TAX	2014	ACTUAL	164
2016	TAXES & DUTIES	29	TIMESHARING TAX	2015	ORIGINAL	110
2016	TAXES & DUTIES	29	TIMESHARING TAX	2015	REVISED	18
2016	TAXES & DUTIES	29	TIMESHARING TAX	2016	ESTIMATE	20
2016	TAXES & DUTIES	38	PASSENGER TAXES	2014	ACTUAL	32908
2016	TAXES & DUTIES	38	PASSENGER TAXES	2015	ORIGINAL	42294
2016	TAXES & DUTIES	38	PASSENGER TAXES	2015	REVISED	40195
2016	TAXES & DUTIES	38	PASSENGER TAXES	2016	ESTIMATE	43166
2016	TAXES & DUTIES	38	STAMP DUTIES	2014	ACTUAL	23885
2016	TAXES & DUTIES	38	STAMP DUTIES	2015	ORIGINAL	21500
2016	TAXES & DUTIES	38	STAMP DUTIES	2015	REVISED	23815
2016	TAXES & DUTIES	38	STAMP DUTIES	2016	ESTIMATE	24159
2016	TAXES & DUTIES	38	BETTING TAX	2014	ACTUAL	1668
2016	TAXES & DUTIES	38	BETTING TAX	2015	ORIGINAL	1075
2016	TAXES & DUTIES	38	BETTING TAX	2015	REVISED	1300
2016	TAXES & DUTIES	38	BETTING TAX	2016	ESTIMATE	1375
2016	TAXES & DUTIES	38	LAND TAX	2014	ACTUAL	61101
2016	TAXES & DUTIES	38	LAND TAX	2015	ORIGINAL	63186
2016	TAXES & DUTIES	38	LAND TAX	2015	REVISED	63186
2016	TAXES & DUTIES	38	LAND TAX	2016	ESTIMATE	63186
2016	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2014	ACTUAL	20069
2016	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2015	ORIGINAL	21000
2016	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2015	REVISED	19800
2016	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2016	ESTIMATE	21000
2016	TAXES & DUTIES	38	PAYROLL TAX 	2014	ACTUAL	333860
2016	TAXES & DUTIES	38	PAYROLL TAX 	2015	ORIGINAL	353363
2016	TAXES & DUTIES	38	PAYROLL TAX 	2015	REVISED	353363
2016	TAXES & DUTIES	38	PAYROLL TAX 	2016	ESTIMATE	390000
2016	TAXES & DUTIES	38	HOTEL OCCUPANCY	2014	ACTUAL	9187
2016	TAXES & DUTIES	38	HOTEL OCCUPANCY	2015	ORIGINAL	11000
2016	TAXES & DUTIES	38	HOTEL OCCUPANCY	2015	REVISED	10500
2016	TAXES & DUTIES	38	HOTEL OCCUPANCY	2016	ESTIMATE	11000
2016	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2014	ACTUAL	4444
2016	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2015	ORIGINAL	5467
2016	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2015	REVISED	5639
2016	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2016	ESTIMATE	5750
2016	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2014	ACTUAL	311
2016	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2015	ORIGINAL	50
2016	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2015	REVISED	149
2016	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2016	ESTIMATE	320
2016	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2014	ACTUAL	2161
2016	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2015	ORIGINAL	2100
2016	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2015	REVISED	2077
2016	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2016	ESTIMATE	2077
2016	FEES, PERMITS & LICENCES	12	WHARFAGE	2014	ACTUAL	639
2016	FEES, PERMITS & LICENCES	12	WHARFAGE	2015	ORIGINAL	750
2016	FEES, PERMITS & LICENCES	12	WHARFAGE	2015	REVISED	737
2016	FEES, PERMITS & LICENCES	12	WHARFAGE	2016	ESTIMATE	750
2016	FEES, PERMITS & LICENCES	13	POST OFFICE	2014	ACTUAL	4222
2016	FEES, PERMITS & LICENCES	13	POST OFFICE	2015	ORIGINAL	4730
2016	FEES, PERMITS & LICENCES	13	POST OFFICE	2015	REVISED	4580
2016	FEES, PERMITS & LICENCES	13	POST OFFICE	2016	ESTIMATE	4541
2016	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2014	ACTUAL	12281
2016	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2015	ORIGINAL	10662
2016	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2015	REVISED	12018
2016	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2016	ESTIMATE	11429
2016	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2014	ACTUAL	1770
2016	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2015	ORIGINAL	1653
2016	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2015	REVISED	1512
2016	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2016	ESTIMATE	1624
2016	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2014	ACTUAL	1484
2016	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2015	ORIGINAL	1825
2016	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2015	REVISED	1367
2016	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2016	ESTIMATE	1538
2016	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2014	ACTUAL	2633
2016	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2015	ORIGINAL	2660
2016	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2015	REVISED	2695
2016	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2016	ESTIMATE	2693
2016	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2014	ACTUAL	9915
2016	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2015	ORIGINAL	10698
2016	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2015	REVISED	13509
2016	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2016	ESTIMATE	17895
2016	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2014	ACTUAL	1100
2016	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2015	ORIGINAL	955
2016	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2015	REVISED	1040
2016	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2016	ESTIMATE	970
2016	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2014	ACTUAL	28435
2016	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2015	ORIGINAL	27230
2016	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2015	REVISED	27239
2016	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2016	ESTIMATE	28047
2016	FEES, PERMITS & LICENCES	35	BUS REVENUES	2014	ACTUAL	7628
2016	FEES, PERMITS & LICENCES	35	BUS REVENUES	2015	ORIGINAL	7881
2016	FEES, PERMITS & LICENCES	35	BUS REVENUES	2015	REVISED	8754
2016	FEES, PERMITS & LICENCES	35	BUS REVENUES	2016	ESTIMATE	8750
2016	FEES, PERMITS & LICENCES	36	SOLID WASTE	2014	ACTUAL	3662
2016	FEES, PERMITS & LICENCES	36	SOLID WASTE	2015	ORIGINAL	4471
2016	FEES, PERMITS & LICENCES	36	SOLID WASTE	2015	REVISED	3854
2016	FEES, PERMITS & LICENCES	36	SOLID WASTE	2016	ESTIMATE	3849
2016	FEES, PERMITS & LICENCES	36	WATER	2014	ACTUAL	3575
2016	FEES, PERMITS & LICENCES	36	WATER	2015	ORIGINAL	3500
2016	FEES, PERMITS & LICENCES	36	WATER	2015	REVISED	3093
2016	FEES, PERMITS & LICENCES	36	WATER	2016	ESTIMATE	2888
2016	FEES, PERMITS & LICENCES	36	RENTALS	2014	ACTUAL	2826
2016	FEES, PERMITS & LICENCES	36	RENTALS	2015	ORIGINAL	1667
2016	FEES, PERMITS & LICENCES	36	RENTALS	2015	REVISED	1964
2016	FEES, PERMITS & LICENCES	36	RENTALS	2016	ESTIMATE	2096
2016	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2014	ACTUAL	62776
2016	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2015	ORIGINAL	60820
2016	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2015	REVISED	60820
2016	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2016	ESTIMATE	66063
2016	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2014	ACTUAL	2666
2016	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2015	ORIGINAL	2800
2016	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2015	REVISED	2800
2016	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2016	ESTIMATE	2800
2016	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2014	ACTUAL	574
2016	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2015	ORIGINAL	610
2016	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2015	REVISED	821
2016	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2016	ESTIMATE	635
2016	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2014	ACTUAL	10595
2016	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2015	ORIGINAL	12260
2016	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2015	REVISED	11763
2016	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2016	ESTIMATE	13366
2016	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2014	ACTUAL	25367
2016	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2015	ORIGINAL	26884
2016	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2015	REVISED	29137
2016	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2016	ESTIMATE	17000
2016	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2014	ACTUAL	172
2016	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2015	ORIGINAL	274
2016	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2015	REVISED	274
2016	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2016	ESTIMATE	200
2016	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2014	ACTUAL	5332
2016	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2015	ORIGINAL	4791
2016	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2015	REVISED	4837
2016	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2016	ESTIMATE	501
2016	OTHER RECEIPTS	03	FINES AND FORFEITURES	2014	ACTUAL	2970
2016	OTHER RECEIPTS	03	FINES AND FORFEITURES	2015	ORIGINAL	3570
2016	OTHER RECEIPTS	03	FINES AND FORFEITURES	2015	REVISED	3229
2016	OTHER RECEIPTS	03	FINES AND FORFEITURES	2016	ESTIMATE	2982
2016	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2014	ACTUAL	2970
2016	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2015	ORIGINAL	1000
2016	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2015	REVISED	1412
2016	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2016	ESTIMATE	406
2016	OTHER RECEIPTS		OTHER REVENUE	2014	ACTUAL	20095
2016	OTHER RECEIPTS		OTHER REVENUE	2015	ORIGINAL	21070
2016	OTHER RECEIPTS		OTHER REVENUE	2015	REVISED	15463
2016	OTHER RECEIPTS		OTHER REVENUE	2016	ESTIMATE	25375
2015	TAXES & DUTIES	12	CUSTOMS DUTY	2013	ACTUAL	174951
2015	TAXES & DUTIES	12	CUSTOMS DUTY	2014	ORIGINAL	200660
2015	TAXES & DUTIES	12	CUSTOMS DUTY	2014	REVISED	176000
2015	TAXES & DUTIES	12	CUSTOMS DUTY	2015	ESTIMATE	187409
2015	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2013	ACTUAL	4938
2015	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2014	ORIGINAL	10008
2015	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2014	REVISED	9994
2015	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	2015	ESTIMATE	9983
2015	TAXES & DUTIES	29	TIMESHARING TAX	2013	ACTUAL	189
2015	TAXES & DUTIES	29	TIMESHARING TAX	2014	ORIGINAL	105
2015	TAXES & DUTIES	29	TIMESHARING TAX	2014	REVISED	15
2015	TAXES & DUTIES	29	TIMESHARING TAX	2015	ESTIMATE	110
2015	TAXES & DUTIES	38	PASSENGER TAXES	2013	ACTUAL	33921
2015	TAXES & DUTIES	38	PASSENGER TAXES	2014	ORIGINAL	35784
2015	TAXES & DUTIES	38	PASSENGER TAXES	2014	REVISED	33410
2015	TAXES & DUTIES	38	PASSENGER TAXES	2015	ESTIMATE	42294
2015	TAXES & DUTIES	38	STAMP DUTIES	2013	ACTUAL	21379
2015	TAXES & DUTIES	38	STAMP DUTIES	2014	ORIGINAL	20500
2015	TAXES & DUTIES	38	STAMP DUTIES	2014	REVISED	20790
2015	TAXES & DUTIES	38	STAMP DUTIES	2015	ESTIMATE	21500
2015	TAXES & DUTIES	38	BETTING TAX	2013	ACTUAL	1540
2015	TAXES & DUTIES	38	BETTING TAX	2014	ORIGINAL	1600
2015	TAXES & DUTIES	38	BETTING TAX	2014	REVISED	1600
2015	TAXES & DUTIES	38	BETTING TAX	2015	ESTIMATE	1075
2015	TAXES & DUTIES	38	LAND TAX	2013	ACTUAL	60477
2015	TAXES & DUTIES	38	LAND TAX	2014	ORIGINAL	59000
2015	TAXES & DUTIES	38	LAND TAX	2014	REVISED	59000
2015	TAXES & DUTIES	38	LAND TAX	2015	ESTIMATE	63186
2015	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2013	ACTUAL	20823
2015	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2014	ORIGINAL	21500
2015	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2014	REVISED	20000
2015	TAXES & DUTIES	38	FOREIGN CURRENCY PURCHASE TAX	2015	ESTIMATE	21000
2015	TAXES & DUTIES	38	PAYROLL TAX 	2013	ACTUAL	330848
2015	TAXES & DUTIES	38	PAYROLL TAX 	2014	ORIGINAL	332000
2015	TAXES & DUTIES	38	PAYROLL TAX 	2014	REVISED	335780
2015	TAXES & DUTIES	38	PAYROLL TAX 	2015	ESTIMATE	353363
2015	TAXES & DUTIES	38	HOTEL OCCUPANCY	2013	ACTUAL	9195
2015	TAXES & DUTIES	38	HOTEL OCCUPANCY	2014	ORIGINAL	10050
2015	TAXES & DUTIES	38	HOTEL OCCUPANCY	2014	REVISED	10500
2015	TAXES & DUTIES	38	HOTEL OCCUPANCY	2015	ESTIMATE	11000
2015	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2013	ACTUAL	4687
2015	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2014	ORIGINAL	4500
2015	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2014	REVISED	4500
2015	TAXES & DUTIES	38	CORPORATE SERVICE TAX	2015	ESTIMATE	5467
2015	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2013	ACTUAL	371
2015	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2014	ORIGINAL	180
2015	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2014	REVISED	180
2015	FEES, PERMITS & LICENCES	03	LIQUOR LICENCES	2015	ESTIMATE	50
2015	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2013	ACTUAL	2073
2015	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2014	ORIGINAL	1999
2015	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2014	REVISED	2100
2015	FEES, PERMITS & LICENCES	12	OTHER CUSTOMS FEES & CHARGES	2015	ESTIMATE	2100
2015	FEES, PERMITS & LICENCES	12	WHARFAGE	2013	ACTUAL	8680
2015	FEES, PERMITS & LICENCES	12	WHARFAGE	2014	ORIGINAL	900
2015	FEES, PERMITS & LICENCES	12	WHARFAGE	2014	REVISED	700
2015	FEES, PERMITS & LICENCES	12	WHARFAGE	2015	ESTIMATE	750
2015	FEES, PERMITS & LICENCES	13	POST OFFICE	2013	ACTUAL	4553
2015	FEES, PERMITS & LICENCES	13	POST OFFICE	2014	ORIGINAL	4757
2015	FEES, PERMITS & LICENCES	13	POST OFFICE	2014	REVISED	4240
2015	FEES, PERMITS & LICENCES	13	POST OFFICE	2015	ESTIMATE	4730
2015	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2013	ACTUAL	11887
2015	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2014	ORIGINAL	10637
2015	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2014	REVISED	10650
2015	FEES, PERMITS & LICENCES	27	IMMIGRATION RECEIPTS	2015	ESTIMATE	10662
2015	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2013	ACTUAL	1752
2015	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2014	ORIGINAL	1731
2015	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2014	REVISED	1610
2015	FEES, PERMITS & LICENCES	29	TRADE & SERVICE MARK	2015	ESTIMATE	1653
2015	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2013	ACTUAL	1921
2015	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2014	ORIGINAL	1852
2015	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2014	REVISED	1738
2015	FEES, PERMITS & LICENCES	30	FERRY SERVICES	2015	ESTIMATE	1825
2015	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2013	ACTUAL	2613
2015	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2014	ORIGINAL	2712
2015	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2014	REVISED	2538
2015	FEES, PERMITS & LICENCES	30	SERVICES TO SEABORNE SHIPPING	2015	ESTIMATE	2660
2015	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2013	ACTUAL	10590
2015	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2014	ORIGINAL	10599
2015	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2014	REVISED	10592
2015	FEES, PERMITS & LICENCES	31	AIR TERMINAL AND AVIATION	2015	ESTIMATE	10698
2015	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2013	ACTUAL	869
2015	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2014	ORIGINAL	685
2015	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2014	REVISED	830
2015	FEES, PERMITS & LICENCES	32	PLANNING FEES AND SEARCHES	2015	ESTIMATE	955
2015	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2013	ACTUAL	26665
2015	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2014	ORIGINAL	28156
2015	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2014	REVISED	26809
2015	FEES, PERMITS & LICENCES	34	VEHICLE LICENCES AND REGISTRATION	2015	ESTIMATE	27230
2015	FEES, PERMITS & LICENCES	35	BUS REVENUES	2013	ACTUAL	7245
2015	FEES, PERMITS & LICENCES	35	BUS REVENUES	2014	ORIGINAL	8300
2015	FEES, PERMITS & LICENCES	35	BUS REVENUES	2014	REVISED	7700
2015	FEES, PERMITS & LICENCES	35	BUS REVENUES	2015	ESTIMATE	7881
2015	FEES, PERMITS & LICENCES	36	SOLID WASTE	2013	ACTUAL	4098
2015	FEES, PERMITS & LICENCES	36	SOLID WASTE	2014	ORIGINAL	3500
2015	FEES, PERMITS & LICENCES	36	SOLID WASTE	2014	REVISED	4199
2015	FEES, PERMITS & LICENCES	36	SOLID WASTE	2015	ESTIMATE	4471
2015	FEES, PERMITS & LICENCES	36	WATER	2013	ACTUAL	3556
2015	FEES, PERMITS & LICENCES	36	WATER	2014	ORIGINAL	4462
2015	FEES, PERMITS & LICENCES	36	WATER	2014	REVISED	3666
2015	FEES, PERMITS & LICENCES	36	WATER	2015	ESTIMATE	3500
2015	FEES, PERMITS & LICENCES	36	RENTALS	2013	ACTUAL	2111
2015	FEES, PERMITS & LICENCES	36	RENTALS	2014	ORIGINAL	2059
2015	FEES, PERMITS & LICENCES	36	RENTALS	2014	REVISED	2064
2015	FEES, PERMITS & LICENCES	36	RENTALS	2015	ESTIMATE	1667
2015	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2013	ACTUAL	62474
2015	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2014	ORIGINAL	56079
2015	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2014	REVISED	56199
2015	FEES, PERMITS & LICENCES	39	COMPANIES - INTERNATIONAL	2015	ESTIMATE	60820
2015	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2013	ACTUAL	2809
2015	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2014	ORIGINAL	2770
2015	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2014	REVISED	2650
2015	FEES, PERMITS & LICENCES	39	COMPANIES LOCAL	2015	ESTIMATE	2800
2015	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2013	ACTUAL	704
2015	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2014	ORIGINAL	582
2015	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2014	REVISED	602
2015	FEES, PERMITS & LICENCES	39	COMPANIES LICENCES	2015	ESTIMATE	610
2015	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2013	ACTUAL	10031
2015	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2014	ORIGINAL	10360
2015	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2014	REVISED	10730
2015	FEES, PERMITS & LICENCES	46	TELECOMMUNICATIONS RECEIPTS	2015	ESTIMATE	12260
2015	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2013	ACTUAL	26569
2015	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2014	ORIGINAL	24497
2015	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2014	REVISED	24497
2015	FEES, PERMITS & LICENCES	57	AIRCRAFT REGISTRATION	2015	ESTIMATE	26884
2015	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2013	ACTUAL	330
2015	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2014	ORIGINAL	274
2015	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2014	REVISED	274
2015	FEES, PERMITS & LICENCES	72	PLANT PRODUCTION & MARKETING CTRE	2015	ESTIMATE	274
2015	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2013	ACTUAL	5139
2015	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2014	ORIGINAL	4982
2015	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2014	REVISED	4792
2015	FEES, PERMITS & LICENCES	73	REGISTRATION OF SHIPPING	2015	ESTIMATE	4791
2015	OTHER RECEIPTS	03	FINES AND FORFEITURES	2013	ACTUAL	2711
2015	OTHER RECEIPTS	03	FINES AND FORFEITURES	2014	ORIGINAL	3591
2015	OTHER RECEIPTS	03	FINES AND FORFEITURES	2014	REVISED	3586
2015	OTHER RECEIPTS	03	FINES AND FORFEITURES	2015	ESTIMATE	3570
2015	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2013	ACTUAL	3446
2015	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2014	ORIGINAL	4750
2015	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2014	REVISED	5500
2015	OTHER RECEIPTS	11	INTEREST ON DEPOSITS	2015	ESTIMATE	1000
2015	OTHER RECEIPTS		OTHER REVENUE	2013	ACTUAL	17770
